,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100,pc_101,pc_102,pc_103
pc_010,12.65,5.133333333333334,14.616666666666667,11.35,16.183333333333334,7.316666666666666,26.016666666666666,9.9,11.516666666666667,18.95,0.0,14.05,1.5666666666666669,9.0,12.333333333333336,12.35,10.45,11.283333333333333,9.316666666666666,8.466666666666667,4.033333333333333,12.15,9.85,17.533333333333335,8.766666666666667,9.483333333333333,5.716666666666668,10.15,10.283333333333333,8.516666666666667,15.166666666666664,11.783333333333333,8.233333333333333,10.033333333333333,10.65,13.633333333333333,4.35,7.183333333333334,21.766666666666666,26.766666666666666,27.16666666666667,25.08333333333333,8.5,12.433333333333335,4.9,7.166666666666668,9.183333333333334,15.516666666666667,5.6,24.43333333333333,9.733333333333333,2.1,25.35,15.0,16.333333333333332,10.45,8.966666666666667,10.766666666666667,11.433333333333335,10.85,12.366666666666667,16.916666666666668,26.33333333333333,8.466666666666667,20.433333333333334,0.6666666666666666,17.516666666666666,9.383333333333333,15.9,22.86666666666667,17.833333333333332,2.45,11.833333333333336,14.433333333333335,9.233333333333333,20.85,7.783333333333332,20.066666666666666,14.616666666666667,8.416666666666666,3.5166666666666666,1.2833333333333334,1.1833333333333331,6.3,26.98333333333333,3.65,10.7,25.11666666666667,3.433333333333333,2.1166666666666667,22.7,7.316666666666666,8.9,16.383333333333333,3.55,7.95,13.266666666666667,3.866666666666666,9.45,7.283333333333332,3.033333333333333,11.416666666666664,15.833333333333336,11.816666666666665
pc_011,18.133333333333333,13.1,20.1,20.866666666666667,27.41666666666667,9.85,27.43333333333333,19.166666666666668,22.65,30.2,15.416666666666664,0.0,15.483333333333333,12.4,16.766666666666666,18.9,7.483333333333332,16.766666666666666,14.8,11.966666666666667,15.65,17.633333333333333,22.25,18.35,11.983333333333333,10.683333333333334,14.216666666666667,8.466666666666667,20.816666666666666,12.033333333333333,18.733333333333334,21.316666666666666,8.466666666666667,14.866666666666667,7.2666666666666675,19.116666666666667,17.433333333333334,19.58333333333333,22.566666666666666,28.18333333333333,27.966666666666665,26.5,9.133333333333333,24.41666666666667,14.633333333333333,12.983333333333333,18.7,16.316666666666666,19.033333333333328,25.216666666666665,13.116666666666667,13.266666666666667,28.18333333333333,16.15,21.85,23.466666666666665,8.816666666666666,3.8,6.35,16.333333333333332,13.783333333333333,18.33333333333333,29.15,16.35,21.85,15.666666666666664,18.933333333333334,12.766666666666667,19.7,25.16666666666667,29.08333333333333,16.566666666666666,6.316666666666666,15.85,16.7,23.66666666666667,17.033333333333335,22.566666666666666,18.25,17.95,14.35,14.6,15.616666666666667,18.7,29.816666666666666,13.316666666666665,20.216666666666665,27.95,13.333333333333336,14.25,24.11666666666667,17.716666666666665,12.416666666666664,17.8,13.4,20.35,18.75,18.45,12.666666666666664,16.083333333333332,17.15,20.933333333333334,17.25,17.333333333333332
pc_012,11.316666666666665,5.35,13.283333333333333,10.3,15.133333333333333,7.066666666666666,25.316666666666666,8.866666666666667,10.466666666666667,17.916666666666668,1.4333333333333331,13.8,0.0,9.133333333333333,11.0,11.3,10.2,9.95,7.983333333333332,8.2,5.166666666666667,10.816666666666665,8.216666666666667,16.2,8.716666666666667,8.15,7.05,8.816666666666666,9.233333333333333,8.266666666666667,13.816666666666665,10.733333333333333,7.983333333333332,8.683333333333334,9.316666666666666,12.3,3.3,8.016666666666667,20.433333333333334,26.05,25.83333333333333,24.36666666666667,8.25,11.4,6.083333333333332,8.333333333333334,8.133333333333333,14.183333333333335,5.633333333333334,23.1,9.466666666666667,2.3833333333333333,24.016666666666666,13.666666666666664,15.0,9.4,7.633333333333334,10.5,10.083333333333334,9.516666666666667,12.1,16.666666666666668,24.98333333333333,9.9,19.716666666666665,1.6833333333333331,17.266666666666666,9.116666666666667,14.566666666666665,21.516666666666666,16.783333333333335,3.1333333333333333,11.583333333333336,14.183333333333335,10.666666666666666,19.5,6.7333333333333325,18.716666666666665,13.283333333333333,7.383333333333334,3.8,1.5666666666666669,2.5,6.65,25.65,4.583333333333333,9.65,23.78333333333333,3.783333333333333,2.4,21.98333333333333,6.266666666666668,8.65,16.133333333333333,3.983333333333333,8.8,11.933333333333335,3.3,9.4,8.716666666666667,4.05,10.366666666666667,15.583333333333336,10.483333333333333
pc_013,14.266666666666667,6.583333333333332,16.216666666666665,18.866666666666667,17.966666666666665,11.45,28.25,15.283333333333333,15.9,20.733333333333334,8.983333333333333,11.283333333333333,8.816666666666666,0.0,13.933333333333335,15.016666666666667,8.7,12.9,10.916666666666664,12.583333333333336,7.0,13.75,11.766666666666667,19.133333333333333,2.533333333333333,6.8,6.916666666666668,7.166666666666668,14.666666666666664,12.633333333333333,16.766666666666666,17.433333333333334,12.35,11.633333333333333,5.95,15.233333333333333,12.483333333333333,9.1,23.38333333333333,29.0,28.78333333333333,27.3,7.9,14.216666666666667,6.95,3.05,16.7,17.116666666666667,10.083333333333334,26.03333333333333,13.85,8.05,26.95,16.6,17.933333333333334,12.216666666666667,3.566666666666667,11.783333333333333,7.033333333333332,12.45,16.333333333333332,21.53333333333333,27.93333333333333,6.15,22.65,9.316666666666666,22.11666666666667,13.5,17.5,24.466666666666665,19.616666666666667,9.666666666666666,10.466666666666667,17.5,6.5,22.45,13.166666666666664,21.66666666666667,16.216666666666665,15.95,8.9,7.933333333333334,8.716666666666667,8.216666666666667,28.58333333333333,6.033333333333332,18.216666666666665,26.716666666666665,6.6,7.583333333333332,24.91666666666667,13.716666666666667,13.016666666666667,20.983333333333334,6.133333333333334,9.65,14.866666666666667,11.566666666666665,1.7166666666666666,5.633333333333334,8.933333333333334,18.933333333333334,20.433333333333334,13.416666666666664
pc_014,4.6,10.133333333333333,9.683333333333334,15.95,25.88333333333333,12.35,18.58333333333333,12.433333333333335,20.45,27.23333333333333,12.45,18.2,12.516666666666667,14.383333333333333,0.0,8.416666666666666,14.966666666666667,6.35,4.133333333333334,9.616666666666667,13.466666666666667,6.1,19.283333333333328,9.483333333333333,13.966666666666667,12.933333333333335,14.8,15.533333333333333,17.816666666666666,7.65,7.4,12.333333333333336,12.383333333333333,7.816666666666666,14.1,8.7,15.9,16.616666666666667,13.716666666666667,19.33333333333333,19.116666666666667,17.65,14.45,22.5,14.333333333333336,14.966666666666667,16.266666666666666,7.466666666666668,16.083333333333332,16.366666666666667,13.866666666666667,10.3,19.33333333333333,5.316666666666666,10.5,20.516666666666666,12.416666666666664,14.916666666666664,14.883333333333333,6.55,5.516666666666668,11.866666666666667,20.3,17.9,12.983333333333333,12.716666666666667,12.45,12.766666666666667,9.033333333333333,16.3,26.11666666666667,13.6,16.366666666666667,6.683333333333334,18.666666666666668,14.816666666666665,12.0,13.7,7.233333333333332,14.566666666666665,11.383333333333333,11.633333333333333,12.65,15.733333333333333,20.966666666666665,11.966666666666667,15.55,19.08333333333333,10.383333333333333,11.283333333333333,15.25,16.183333333333334,6.616666666666666,11.316666666666665,11.366666666666667,17.383333333333333,8.333333333333334,16.75,14.65,16.716666666666665,14.183333333333335,14.083333333333336,10.766666666666667,1.0
pc_015,8.333333333333334,10.183333333333334,6.6,8.35,19.7,14.216666666666667,20.0,5.85,13.916666666666664,22.48333333333333,11.216666666666667,20.95,9.833333333333334,14.9,8.016666666666667,0.0,17.35,4.516666666666667,6.583333333333332,14.5,13.066666666666665,3.6,14.633333333333333,12.833333333333336,14.483333333333333,12.983333333333333,14.933333333333335,13.65,11.283333333333333,12.533333333333333,8.383333333333333,4.733333333333333,15.133333333333333,7.85,14.15,6.85,9.716666666666667,15.566666666666665,15.983333333333333,20.75,20.533333333333328,19.0,15.4,17.166666666666668,13.966666666666667,15.483333333333333,9.733333333333333,10.1,12.55,18.633333333333333,16.616666666666667,10.8,18.25,10.683333333333334,9.55,14.866666666666667,12.466666666666667,17.65,14.933333333333335,4.483333333333333,10.4,15.216666666666667,19.55,17.8,15.266666666666667,10.666666666666666,15.816666666666665,17.65,9.133333333333333,16.083333333333332,21.35,10.25,18.733333333333334,11.566666666666665,18.55,14.066666666666665,5.683333333333334,13.283333333333333,8.583333333333334,8.033333333333333,12.983333333333333,10.1,10.4,13.583333333333336,20.216666666666665,12.866666666666667,9.016666666666667,18.33333333333333,10.883333333333333,11.8,17.533333333333335,10.0,11.5,14.683333333333335,13.15,16.333333333333332,6.4833333333333325,10.416666666666666,15.166666666666664,16.6,11.283333333333333,6.4833333333333325,14.133333333333333,8.2
pc_016,14.883333333333333,9.85,16.85,17.616666666666667,24.18333333333333,8.233333333333333,27.566666666666666,15.916666666666664,19.4,26.95,12.166666666666664,7.333333333333332,12.233333333333333,9.15,14.566666666666665,15.65,0.0,13.516666666666667,11.55,9.95,12.4,14.383333333333333,19.0,18.483333333333334,8.733333333333333,7.433333333333334,10.983333333333333,5.45,17.566666666666666,10.0,17.4,18.066666666666666,7.483333333333332,12.266666666666667,4.016666666666667,15.866666666666667,14.183333333333335,16.333333333333332,22.7,28.316666666666666,28.1,26.61666666666667,7.4,22.216666666666665,11.4,9.733333333333333,15.45,16.433333333333334,15.8,25.35,13.233333333333333,10.016666666666667,28.3,16.283333333333335,18.566666666666666,20.216666666666665,5.566666666666666,6.25,4.05,13.083333333333336,13.9,18.466666666666665,29.28333333333333,13.1,21.966666666666665,12.433333333333335,19.066666666666666,12.9,18.133333333333333,25.28333333333333,25.83333333333333,13.316666666666665,3.9,15.983333333333333,13.45,23.8,13.8,22.68333333333333,16.85,14.7,11.1,11.35,12.366666666666667,15.45,29.95,10.066666666666666,16.983333333333334,28.066666666666666,10.1,11.0,24.23333333333333,14.466666666666667,10.4,17.933333333333334,10.166666666666666,17.1,15.5,15.216666666666667,9.416666666666666,12.833333333333336,13.9,17.683333333333334,17.383333333333333,14.05
pc_017,7.466666666666668,8.183333333333334,5.383333333333334,11.95,21.88333333333333,11.35,17.533333333333335,8.433333333333334,16.45,24.66666666666667,10.5,17.2,12.016666666666667,12.433333333333335,7.15,4.416666666666667,13.466666666666667,0.0,4.983333333333333,12.933333333333335,11.516666666666667,2.1,16.816666666666666,10.383333333333333,12.016666666666667,10.983333333333333,12.85,11.65,13.816666666666665,10.95,5.916666666666668,8.333333333333334,12.25,5.866666666666666,12.15,4.383333333333334,11.9,14.666666666666664,13.533333333333333,18.283333333333328,18.066666666666666,16.55,12.283333333333333,19.35,12.383333333333333,13.016666666666667,12.266666666666667,7.65,14.75,16.183333333333334,13.75,8.35,16.116666666666667,9.816666666666666,7.1,17.05,10.466666666666667,14.783333333333333,12.933333333333335,3.283333333333333,9.55,12.766666666666667,17.083333333333332,15.95,12.8,12.85,13.35,16.783333333333335,6.666666666666668,13.616666666666667,23.55,12.433333333333335,14.85,11.183333333333335,16.716666666666665,11.6,8.0,10.816666666666665,6.133333333333334,10.566666666666666,9.433333333333334,12.3,12.583333333333336,15.766666666666667,17.75,10.016666666666667,11.55,15.883333333333333,8.433333333333334,9.333333333333334,15.066666666666665,12.183333333333335,9.916666666666666,12.216666666666667,9.416666666666666,15.433333333333335,4.033333333333333,12.6,12.7,14.766666666666667,13.466666666666667,10.083333333333334,11.666666666666664,7.333333333333332
pc_018,3.783333333333333,6.466666666666668,6.95,13.116666666666667,20.783333333333328,9.616666666666667,17.766666666666666,9.35,17.366666666666667,23.566666666666666,8.783333333333333,15.466666666666667,8.833333333333334,10.716666666666667,3.466666666666667,6.55,11.733333333333333,3.6333333333333333,0.0,9.95,9.8,4.233333333333333,15.6,8.666666666666666,10.3,9.266666666666667,11.133333333333333,9.933333333333334,14.733333333333333,7.966666666666668,5.916666666666668,9.8,12.716666666666667,4.133333333333334,10.433333333333334,5.966666666666668,12.366666666666667,12.95,12.9,18.516666666666666,18.3,16.833333333333332,10.566666666666666,18.83333333333333,10.666666666666666,11.3,13.183333333333335,6.65,12.4,15.55,14.2,6.616666666666666,17.683333333333334,6.133333333333334,8.666666666666666,16.833333333333332,8.75,15.25,11.2,2.8666666666666667,5.85,11.05,18.666666666666668,14.233333333333333,12.183333333333335,9.033333333333333,11.65,13.083333333333336,8.233333333333333,15.5,22.43333333333333,9.933333333333334,13.116666666666667,7.016666666666668,15.0,13.183333333333335,8.433333333333334,12.4,5.75,11.483333333333333,7.716666666666668,7.966666666666668,8.983333333333333,12.066666666666665,19.316666666666666,8.3,12.466666666666667,17.45,6.7,7.616666666666666,14.45,12.65,6.933333333333334,10.5,7.683333333333334,13.716666666666667,5.6,13.066666666666665,10.983333333333333,13.033333333333333,10.516666666666667,11.55,9.95,2.933333333333333
pc_019,10.533333333333333,7.316666666666666,14.316666666666665,13.683333333333335,20.25,6.6,21.516666666666666,11.983333333333333,15.466666666666667,23.016666666666666,9.633333333333333,12.116666666666667,9.7,11.566666666666665,7.333333333333332,14.35,7.3,11.0,9.016666666666667,0.0,10.65,12.033333333333333,15.183333333333335,10.666666666666666,11.15,9.266666666666667,11.983333333333333,7.966666666666668,13.633333333333333,3.033333333333333,12.816666666666665,13.866666666666667,6.533333333333332,8.083333333333334,9.133333333333333,13.333333333333336,10.25,13.8,16.65,22.266666666666666,22.05,20.58333333333333,6.883333333333334,17.7,11.516666666666667,12.15,11.516666666666667,10.4,13.266666666666667,19.3,9.0,7.483333333333332,22.266666666666666,8.483333333333333,15.916666666666664,15.4,9.6,10.5,10.416666666666666,10.55,6.1,12.416666666666664,23.23333333333333,15.083333333333336,15.916666666666664,9.9,13.016666666666667,9.266666666666667,13.783333333333333,19.25,21.9,10.783333333333333,8.683333333333334,8.166666666666666,15.85,17.75,9.866666666666667,16.633333333333333,12.333333333333336,10.766666666666667,8.566666666666666,8.816666666666666,9.833333333333334,12.916666666666664,23.9,9.15,13.05,22.03333333333333,7.566666666666666,8.466666666666667,18.2,10.533333333333333,2.9833333333333334,11.883333333333333,8.55,14.566666666666665,12.966666666666667,10.95,11.833333333333336,13.9,11.366666666666667,13.75,11.333333333333336,7.9
pc_020,13.55,6.033333333333332,15.516666666666667,11.383333333333333,12.783333333333333,10.733333333333333,27.55,10.35,8.416666666666666,15.55,3.966666666666667,16.583333333333332,5.0,6.85,13.233333333333333,14.316666666666665,12.85,12.183333333333335,10.216666666666667,11.866666666666667,0.0,13.05,5.816666666666666,18.433333333333334,6.533333333333332,10.383333333333333,3.8333333333333335,11.05,7.2,11.933333333333335,16.066666666666666,12.3,11.65,10.916666666666664,10.55,14.533333333333333,5.7,3.15,22.66666666666667,28.3,28.066666666666666,26.6,11.683333333333335,9.033333333333333,2.8833333333333333,3.866666666666666,9.233333333333333,16.416666666666668,2.6166666666666667,25.33333333333333,13.133333333333333,5.0,26.25,15.9,17.233333333333334,7.05,8.15,14.183333333333335,12.333333333333336,11.75,15.633333333333333,20.816666666666666,27.23333333333333,4.933333333333334,21.95,3.25,21.416666666666668,12.8,16.8,23.766666666666666,14.433333333333335,2.533333333333333,14.25,16.783333333333335,5.7,21.73333333333333,9.766666666666667,20.966666666666665,15.516666666666667,8.466666666666667,5.9,4.7,2.6,2.2666666666666666,27.88333333333333,3.35,10.75,26.016666666666666,4.333333333333333,4.533333333333333,24.216666666666665,6.25,12.316666666666665,20.283333333333328,4.45,3.9166666666666665,14.166666666666664,4.616666666666666,7.216666666666668,3.75,1.8333333333333333,11.45,19.733333333333334,12.716666666666667
pc_021,7.4,9.25,5.0,10.65,20.6,12.4,17.166666666666668,7.15,15.15,23.36666666666667,12.116666666666667,18.25,10.716666666666667,13.5,7.083333333333332,3.1166666666666667,14.516666666666667,3.616666666666666,5.65,13.566666666666665,13.966666666666667,0.0,15.533333333333333,10.0,13.083333333333336,12.05,15.833333333333336,12.7,12.516666666666667,11.583333333333336,5.55,7.05,13.316666666666665,6.916666666666668,13.216666666666667,4.016666666666667,10.616666666666667,16.45,13.15,17.916666666666668,17.683333333333334,16.166666666666668,13.333333333333336,18.05,14.866666666666667,14.066666666666665,10.983333333333333,7.2666666666666675,13.45,15.8,17.816666666666666,12.45,15.733333333333333,9.75,6.716666666666668,15.766666666666667,11.533333333333333,18.55,13.983333333333333,4.333333333333333,9.466666666666667,12.383333333333333,16.716666666666665,18.683333333333334,12.433333333333335,11.566666666666665,12.983333333333333,16.7,6.283333333333332,13.25,22.25,11.133333333333333,15.9,10.8,19.45,11.233333333333333,6.7,10.45,5.75,9.283333333333333,10.5,11.0,11.283333333333333,14.483333333333333,17.366666666666667,13.766666666666667,10.25,15.5,9.483333333333333,12.466666666666667,14.7,10.883333333333333,10.55,11.85,10.466666666666667,17.233333333333334,3.65,11.3,13.766666666666667,17.5,12.183333333333335,8.8,11.3,7.25
pc_022,18.266666666666666,12.15,20.233333333333334,11.633333333333333,8.316666666666666,14.016666666666667,32.266666666666666,10.6,7.066666666666666,11.1,8.9,20.75,8.733333333333333,11.7,17.95,15.733333333333333,17.15,16.9,14.933333333333335,15.15,6.1,17.766666666666666,0.0,23.15,11.9,15.1,10.233333333333333,15.75,5.833333333333332,15.216666666666667,20.766666666666666,12.533333333333333,14.933333333333335,15.633333333333333,15.916666666666664,19.233333333333334,5.766666666666668,3.9,27.38333333333333,33.0,32.78333333333333,31.316666666666666,15.2,4.583333333333333,9.283333333333333,9.383333333333333,9.466666666666667,21.133333333333333,4.383333333333334,30.03333333333333,16.416666666666668,10.7,29.85,20.616666666666667,21.95,2.583333333333333,13.533333333333333,17.45,17.033333333333335,15.266666666666667,19.05,23.61666666666667,31.58333333333333,6.5,26.66666666666667,8.35,24.216666666666665,16.066666666666666,21.516666666666666,28.466666666666665,9.966666666666667,6.666666666666668,18.533333333333328,21.133333333333333,9.316666666666666,26.45,11.366666666666667,25.66666666666667,20.233333333333334,8.7,12.016666666666667,9.233333333333333,7.683333333333334,3.7,32.21666666666667,9.466666666666667,10.983333333333333,30.36666666666667,10.433333333333334,10.633333333333333,28.93333333333333,5.45,15.6,23.066666666666666,10.55,4.05,18.883333333333333,7.733333333333332,12.6,7.366666666666666,6.4,11.683333333333335,22.516666666666666,17.433333333333334
pc_023,7.65,14.883333333333333,11.916666666666664,20.683333333333334,30.63333333333333,10.833333333333336,15.416666666666664,17.183333333333334,25.18333333333333,33.4,17.183333333333334,16.683333333333334,17.25,19.116666666666667,7.716666666666668,13.15,15.55,11.65,8.883333333333333,10.416666666666666,18.2,10.833333333333336,25.566666666666666,0.0,18.7,19.183333333333334,19.533333333333328,16.55,22.55,10.783333333333333,7.15,17.083333333333332,10.883333333333333,12.116666666666667,17.716666666666665,10.5,18.4,21.35,10.55,16.166666666666668,15.95,14.466666666666667,16.8,28.08333333333333,19.066666666666666,19.7,21.0,4.733333333333333,20.816666666666666,13.2,12.366666666666667,15.033333333333333,16.15,4.366666666666666,10.266666666666667,25.93333333333333,17.15,13.4,20.33333333333333,11.283333333333333,4.633333333333334,5.8,17.133333333333333,22.63333333333333,9.816666666666666,17.45,6.4,11.25,7.55,13.133333333333333,32.28333333333333,18.35,16.033333333333335,3.35,23.4,11.65,16.733333333333334,10.533333333333333,6.666666666666668,19.316666666666666,16.116666666666667,16.366666666666667,17.4,20.466666666666665,17.783333333333335,16.7,20.283333333333328,15.916666666666664,15.116666666666667,16.033333333333335,12.083333333333336,20.916666666666668,10.016666666666667,5.266666666666667,16.1,22.13333333333333,10.683333333333334,19.1,19.4,21.45,18.933333333333334,18.83333333333333,4.716666666666667,8.266666666666667
pc_024,13.366666666666667,5.683333333333334,15.316666666666665,16.083333333333332,18.033333333333328,10.55,27.35,14.383333333333333,15.966666666666667,20.816666666666666,8.083333333333334,10.4,7.916666666666668,1.55,13.033333333333333,14.116666666666667,7.8,12.0,10.016666666666667,11.683333333333335,6.683333333333334,12.85,11.833333333333336,18.233333333333334,0.0,5.9,6.016666666666668,6.266666666666668,14.75,11.733333333333333,15.866666666666667,16.533333333333335,11.45,10.733333333333333,5.05,14.333333333333336,11.583333333333336,9.166666666666666,22.48333333333333,28.1,27.88333333333333,26.4,7.016666666666668,14.283333333333333,6.433333333333334,3.1166666666666667,13.916666666666664,16.216666666666665,10.166666666666666,25.13333333333333,12.95,7.15,26.05,15.7,17.033333333333335,12.3,2.6666666666666665,10.883333333333333,6.133333333333334,11.55,15.433333333333335,20.633333333333333,27.03333333333333,6.216666666666668,21.75,8.416666666666666,21.216666666666665,12.6,16.6,23.566666666666666,19.683333333333334,8.766666666666667,9.566666666666666,16.6,6.566666666666666,21.55,12.266666666666667,20.766666666666666,15.333333333333336,13.166666666666664,8.0,7.033333333333332,7.816666666666666,8.283333333333333,27.68333333333333,5.133333333333334,15.45,25.816666666666666,5.7,6.683333333333334,24.016666666666666,13.8,12.116666666666667,20.08333333333333,5.233333333333333,9.716666666666667,13.966666666666667,10.666666666666666,1.75,5.7,9.35,16.15,19.533333333333328,12.516666666666667
pc_025,8.383333333333333,3.333333333333333,10.333333333333334,11.1,17.666666666666668,5.566666666666666,22.36666666666667,9.4,12.883333333333333,20.433333333333334,5.65,12.35,5.716666666666668,7.583333333333332,8.05,9.133333333333333,8.616666666666667,7.016666666666668,5.033333333333333,6.7,6.666666666666668,7.866666666666666,12.483333333333333,13.25,7.166666666666668,0.0,8.0,6.8,11.05,6.75,10.883333333333333,11.55,6.466666666666668,5.75,7.3,9.35,7.666666666666668,9.816666666666666,17.5,23.11666666666667,22.9,21.416666666666668,6.866666666666666,15.7,7.533333333333332,8.166666666666666,8.933333333333334,11.233333333333333,9.283333333333333,20.15,7.966666666666668,3.5,21.066666666666666,10.716666666666667,12.05,13.716666666666667,5.616666666666666,9.0,8.083333333333334,6.566666666666666,10.45,15.65,22.05,11.1,16.766666666666666,5.916666666666668,16.233333333333334,7.616666666666666,11.616666666666667,18.58333333333333,19.316666666666666,6.8,10.0,11.616666666666667,11.866666666666667,16.566666666666666,7.283333333333332,15.783333333333333,10.333333333333334,8.183333333333334,4.583333333333333,4.833333333333333,5.85,8.933333333333334,22.7,5.166666666666667,10.466666666666667,20.83333333333333,3.583333333333333,4.483333333333333,19.033333333333328,7.95,7.133333333333334,15.1,4.566666666666666,10.583333333333334,8.983333333333333,8.7,7.85,9.916666666666666,7.383333333333334,11.166666666666664,14.55,7.533333333333332
pc_026,15.25,6.333333333333332,17.216666666666665,15.966666666666667,17.033333333333335,12.433333333333335,29.25,14.433333333333335,12.666666666666664,19.8,6.366666666666666,14.683333333333335,7.533333333333332,6.416666666666668,14.933333333333335,16.016666666666666,10.916666666666664,13.883333333333333,11.916666666666664,13.566666666666665,3.7666666666666666,14.75,10.066666666666666,20.133333333333333,5.55,8.65,0.0,9.116666666666667,11.45,13.633333333333333,17.766666666666666,16.316666666666666,13.35,12.616666666666667,9.55,16.233333333333334,8.966666666666667,7.4,24.36666666666667,29.98333333333333,29.766666666666666,28.3,9.75,13.283333333333333,1.933333333333333,3.566666666666667,13.8,18.116666666666667,6.866666666666666,27.03333333333333,14.833333333333336,6.683333333333334,27.95,17.6,18.933333333333334,11.3,7.166666666666668,15.883333333333333,10.416666666666666,13.45,17.316666666666666,22.516666666666666,28.91666666666667,5.4,23.65,5.783333333333332,23.11666666666667,14.5,18.5,25.45,18.683333333333334,5.4,12.316666666666665,18.483333333333334,6.166666666666668,23.43333333333333,12.316666666666665,22.66666666666667,17.216666666666665,13.05,7.6,6.583333333333332,5.2,6.516666666666668,29.58333333333333,3.2333333333333334,15.333333333333336,27.716666666666665,6.033333333333332,6.2333333333333325,25.91666666666667,10.433333333333334,14.016666666666667,21.98333333333333,4.983333333333333,8.166666666666666,15.866666666666667,7.483333333333332,6.2333333333333325,4.216666666666667,6.016666666666668,16.033333333333335,21.433333333333334,14.416666666666664
pc_027,12.916666666666664,7.883333333333334,14.866666666666667,15.65,22.2,8.183333333333334,26.9,13.95,17.416666666666668,24.98333333333333,10.183333333333334,8.366666666666667,10.25,7.166666666666668,12.6,13.683333333333335,3.55,11.55,9.583333333333334,8.333333333333334,10.4,12.416666666666664,16.7,17.8,6.75,5.466666666666668,8.983333333333333,0.0,15.6,8.4,15.416666666666664,16.1,7.433333333333334,10.283333333333333,2.466666666666667,13.883333333333333,12.216666666666667,14.033333333333333,22.03333333333333,27.65,27.43333333333333,25.966666666666665,3.466666666666667,19.183333333333334,9.4,7.75,13.483333333333333,15.783333333333333,13.5,24.68333333333333,11.633333333333333,8.033333333333333,25.61666666666667,15.266666666666667,16.6,17.2,4.883333333333334,7.2666666666666675,4.266666666666667,11.116666666666667,13.633333333333333,19.5,26.58333333333333,11.116666666666667,21.316666666666666,10.45,20.1,11.3,16.166666666666668,23.11666666666667,23.85,11.35,4.933333333333334,15.716666666666667,11.466666666666667,21.1,11.816666666666665,20.316666666666666,14.883333333333333,12.716666666666667,9.116666666666667,9.366666666666667,10.4,13.15,27.25,8.066666666666666,15.0,25.38333333333333,8.116666666666667,9.033333333333333,23.58333333333333,12.483333333333333,8.783333333333333,18.95,8.166666666666666,14.8,13.516666666666667,13.233333333333333,7.433333333333334,10.85,11.933333333333335,15.716666666666667,18.4,12.066666666666665
pc_028,17.483333333333334,11.533333333333333,15.35,6.883333333333334,9.566666666666666,13.266666666666667,28.55,5.8,3.2666666666666666,12.35,10.133333333333333,19.983333333333334,9.966666666666667,14.883333333333333,17.166666666666668,10.95,16.383333333333333,14.233333333333333,14.15,14.4,7.55,13.333333333333336,5.816666666666666,22.566666666666666,15.1,14.333333333333336,11.683333333333335,15.0,0.0,14.45,18.1,7.75,14.166666666666664,14.716666666666667,15.5,15.066666666666665,7.016666666666668,8.633333333333333,24.73333333333333,29.3,29.08333333333333,27.566666666666666,14.433333333333335,7.033333333333332,10.733333333333333,11.716666666666667,6.616666666666666,19.83333333333333,5.633333333333334,26.78333333333333,15.666666666666664,10.633333333333333,25.05,19.83333333333333,19.08333333333333,4.733333333333333,13.816666666666665,16.7,16.283333333333335,11.766666666666667,18.3,22.86666666666667,26.8,10.9,24.0,9.583333333333334,23.45,15.316666666666665,18.85,24.63333333333333,11.216666666666667,7.9,17.766666666666666,20.733333333333334,12.5,22.61666666666667,8.283333333333333,22.016666666666666,18.316666666666666,4.533333333333333,13.45,9.183333333333334,8.933333333333334,6.65,27.43333333333333,10.9,6.25,25.58333333333333,11.883333333333333,10.65,26.266666666666666,3.2333333333333334,14.833333333333336,22.316666666666666,12.0,8.816666666666666,15.0,8.966666666666667,15.783333333333333,10.55,7.633333333333334,6.95,21.766666666666666,16.65
