id,postcode,latitude,longitude
pc_047,EH4 7LJ,55.953635,-3.2905580000000003
pc_048,EH4 6QT,55.97541700000001,-3.2965230000000005
pc_049,EH4 3HB,55.95435,-3.23302
pc_050,EH11 1RF,55.932663,-3.229018
pc_051,EH1 1HD,55.946569,-3.189122
pc_052,EH8 9LZ,55.940834,-3.18195
pc_053,EH9 1ES,55.938603,-3.197107
pc_054,EH7 5QQ,55.961192,-3.170973
pc_055,EH3 9QS,55.942558,-3.205234
pc_056,EH4 4GJ,55.967119,-3.260566
pc_057,EH3 7EB,55.949398,-3.216016
pc_058,EH5 2GS,55.971709,-3.235271
pc_059,EH5 1NQ,55.977178,-3.231647
pc_060,EH4 2GF,55.967015,-3.234368
pc_061,EH13 0NE,55.911235,-3.264335
pc_062,EH3 6TG,55.956295,-3.202666
pc_063,EH6 5FP,55.969875,-3.177582
pc_064,EH7 4FB,55.964986,-3.19499
pc_065,EH3 9LA,55.942671,-3.202804
pc_066,EH8 9RD,55.941059,-3.176627
pc_067,EH3 6RY,55.959346,-3.196546
pc_068,EH11 4NS,55.92221,-3.2856400000000003
pc_069,EH6 6SZ,55.974971,-3.16953
pc_070,EH3 6RL,55.959175,-3.202163
pc_071,EH8 9AD,55.945274,-3.187803
pc_072,EH3 6PT,55.959334,-3.195937
pc_073,EH8 7RG,55.950098,-3.130219
pc_074,EH6 5JR,55.971173,-3.179606
pc_075,EH19 3NP,55.868502,-3.096334
pc_076,EH8 9JH,55.94245600000001,-3.182801
pc_077,EH6 4DB,55.97319,-3.185757
pc_078,EH8 8FH,55.949289,-3.18003
pc_079,EH8 7RN,55.947280000000006,-3.134684
pc_080,EH3 8HE,55.94752800000001,-3.210625
pc_081,EH7 4EQ,55.9645,-3.1923310000000003
pc_082,EH8 9QB,55.939451,-3.178097
pc_083,EH3 8BB,55.945609,-3.212999
pc_084,EH4 6AN,55.965715,-3.2781910000000005
pc_085,EH11 2DW,55.943708,-3.219824
pc_086,EH14 2LQ,55.913232,-3.261489
pc_087,EH3 9FE,55.942708,-3.197201
pc_088,EH7 4JZ,55.964016,-3.190346
pc_089,EH3 5AF,55.959038,-3.206019
pc_090,EH9 1SL,55.93709200000001,-3.178586
pc_091,EH7 6LW,55.958801,-3.146169
pc_092,EH3 9QG,55.943195,-3.208072
pc_093,EH3 5DQ,55.959962,-3.201083
pc_094,EH18 1BF,55.880377,-3.118236
pc_095,EH8 7RP,55.948048,-3.13429
pc_096,EH4 1AW,55.959311,-3.219402
pc_097,EH11 2TJ,55.944553000000006,-3.219819
pc_098,EH12 9EG,55.93099100000001,-3.302945
pc_099,EH5 2LR,55.974241000000006,-3.2368900000000003
pc_100,EH14 5QP,55.898763,-3.316611
pc_101,EH16 5JT,55.931875,-3.163974
pc_102,EH5 3JD,55.978515,-3.209189
pc_103,EH20 9LZ,55.873561,-3.163779
pc_104,EH1 3NX,55.959714,-3.185457
pc_105,EH4 7SJ,55.955452,-3.291307
pc_106,EH10 7BN,55.898255000000006,-3.20749
pc_107,EH7 4AT,55.960826,-3.183889
pc_108,EH4 7AJ,55.96120500000001,-3.273734
pc_109,EH3 5EA,55.96220600000001,-3.199998
pc_110,EH14 5BY,55.905104,-3.286274
pc_111,EH8 9JD,55.941391,-3.181022
pc_112,EH3 5ET,55.961359,-3.20026
pc_113,EH11 2AT,55.94195600000001,-3.218921
pc_114,EH6 4EH,55.97821500000001,-3.183651
pc_115,EH8 7HB,55.952882,-3.146843
pc_116,EH3 9HJ,55.942937,-3.198617
pc_117,EH6 5NU,55.973287,-3.183068
pc_118,EH10 6PS,55.90812800000001,-3.213156
pc_119,EH3 6TJ,55.95670300000001,-3.203175
pc_120,EH1 2PF,55.94919599999999,-3.194423
pc_121,EH3 5QH,55.967291,-3.205619
pc_122,EH4 6ES,55.962111,-3.290375
pc_123,EH10 6AU,55.921161,-3.210987
pc_124,EH12 5EZ,55.945485,-3.22004
pc_125,EH3 9JZ,55.942639,-3.202403
pc_126,EH4 7DR,55.95694399999999,-3.284389
pc_127,EH4 3ED,55.95277900000001,-3.2301990000000003
pc_128,EH3 9SR,55.947059,-3.207617
pc_129,EH6 4QY,55.97171700000001,-3.193114
pc_130,EH4 5BP,55.963672,-3.273318
pc_131,EH3 9LT,55.942048,-3.201296
pc_132,EH8 9LW,55.942812,-3.185485
pc_133,EH9 1PL,55.939753,-3.182157
pc_134,EH6 6JJ,55.980912,-3.177819
pc_135,EH3 5AQ,55.958189,-3.2056240000000003
pc_136,EH8 9JS,55.94325799999999,-3.185372
pc_137,EH6 5HX,55.970975,-3.1730150000000004
