,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100,pc_101,pc_102,pc_103,pc_104,pc_105,pc_106,pc_107,pc_108,pc_109,pc_110,pc_111,pc_112,pc_113,pc_114,pc_115,pc_116,pc_117,pc_118,pc_119,pc_120,pc_121,pc_122,pc_123,pc_124,pc_125,pc_126,pc_127,pc_128,pc_129,pc_130,pc_131,pc_132,pc_133,pc_134,pc_135,pc_136,pc_137
pc_010,7.3,7.099,8.184,7.945,9.163,23.166,4.8660000000000005,6.555,2.049,4.543,0.0,16.02,6.412000000000001,8.078,9.252,6.197,6.733,6.267,5.909,5.555,2.241,7.739,7.362999999999999,7.0870000000000015,8.122,6.849,6.521,5.985,8.133,5.625,5.808,3.258,6.5710000000000015,4.777,7.751,5.785,1.153,7.463999999999999,3.534,2.0469999999999997,4.958,26.879,5.553999999999999,7.8020000000000005,6.757999999999999,6.337999999999999,6.456,2.9,2.186,3.205,6.0089999999999995,6.871,7.2520000000000024,6.768,7.822,5.961,1.3519999999999999,4.644,3.208,3.9810000000000003,2.8930000000000002,8.091000000000001,5.325,6.791,6.037999999999999,5.919,7.9910000000000005,6.605,7.164,7.115,5.675,7.905,6.59,10.847999999999999,6.642,27.564,7.5379999999999985,5.899,7.1339999999999995,10.685,5.1080000000000005,6.019,7.63,5.348,0.505,5.4479999999999995,7.82,6.371,6.345,5.138,7.727,9.597999999999999,5.586,5.492000000000001,22.59,10.454,4.084,5.705,7.47,3.697,11.53,8.924,5.518,20.984,7.025,2.622,16.073,6.666,1.088,5.535,10.002,7.3870000000000005,5.567,5.834,7.211,9.376,6.301,6.16,17.084,5.167999999999998,6.687,4.842,2.11,8.437999999999999,5.7929999999999975,5.938,2.4290000000000003,3.7319999999999998,7.117999999999999,5.711,0.439,6.027,8.49,7.234,7.5710000000000015,5.047,7.939,6.888999999999999
pc_011,12.675999999999998,7.011,23.779,4.923,4.6930000000000005,7.435,6.397,6.638,17.874000000000006,7.3279999999999985,16.176,0.0,7.796,9.023,9.69,11.295,4.965,11.44,6.41,7.085,14.352,6.143,5.437,8.124,4.291,11.075,8.287,7.9570000000000025,24.769000000000002,7.084,4.7860000000000005,7.141,4.167,5.88,11.540999999999999,4.42,8.902999999999997,6.563,9.34,17.8,10.131,15.67,7.495,4.862,4.593999999999999,7.721,8.13,14.120999999999999,15.818,7.3679999999999986,3.798,6.95,5.6560000000000015,4.846,9.285,4.444,17.105,6.061,19.097,10.487,9.139,4.566,7.434,10.722999999999999,9.17,5.541,6.15,8.329,5.513,11.09,8.027999999999999,6.309,8.314,18.273,10.003,16.354,5.941,10.251,7.046,18.811,6.09,9.151,5.672999999999999,5.932,16.33,5.202000000000001,4.295,7.28,8.908,7.858,5.292000000000002,10.115,5.6720000000000015,7.996,11.38,18.58,7.572,5.367000000000001,12.845,19.219,7.242000000000001,5.895,10.635,7.64,8.062999999999999,14.309000000000001,3.753,8.811,16.317999999999998,8.304,4.967,5.791,8.225,5.824,25.744,9.815,7.185,10.207,1.2109999999999999,7.561,7.235,9.37,14.679,1.804,5.455,5.56,14.767999999999999,7.081,6.074,10.884,16.075,5.4,6.894,5.5889999999999995,26.087,7.9620000000000015,6.343,10.592
pc_012,8.519,1.95,4.678,3.571,4.788,7.5,1.018,1.8359999999999999,7.348,1.5819999999999999,5.65,7.0,0.0,2.9539999999999997,4.127,3.903,2.358,4.251,7.7029999999999985,0.409,6.768,3.1910000000000003,2.988,1.962,6.558,4.06,1.607,1.2770000000000001,4.103,0.408,1.403,3.281,2.197,5.83,4.245,1.41,5.4079999999999995,2.8480000000000003,3.733,6.728,3.3989999999999996,9.113999999999999,0.818,3.427,2.383,1.045,1.45,7.426,7.485,2.404,3.222,1.8,2.877,2.394,2.8989999999999996,1.587,5.053999999999999,1.2209999999999999,4.0969999999999995,4.266,3.36,6.526,0.758,3.4730000000000003,2.49,1.544,3.739,1.649,7.239,3.948,1.349,3.53,1.6340000000000001,5.723,3.323,13.818,3.1630000000000003,3.571,2.5180000000000002,5.56,1.157,2.471,3.2560000000000002,1.9369999999999998,5.805,2.1919999999999997,6.256,1.996,2.228,1.182,3.352,4.474,1.495,1.3159999999999998,11.674000000000001,5.329,1.9409999999999998,2.457,8.642000000000001,4.218999999999999,10.508,4.655,3.722,12.714,1.9,7.148,8.826,2.131,5.615,1.624,8.232999999999999,3.012,1.545,2.5780000000000003,4.4639999999999995,4.252,1.742,3.5269999999999997,7.075,0.884,1.395,2.316,6.636,5.227,2.545,1.5630000000000002,6.955,2.292,1.121,3.7969999999999997,5.55,1.653,4.115,2.859,4.5169999999999995,1.285,3.565,3.395
pc_013,10.411,1.5659999999999998,2.659,3.823,5.157,7.393,2.707,2.7430000000000003,8.581,2.983,7.561,8.879,2.169,0.0,2.0,2.971,3.983,3.372,9.596,2.123,8.457,2.456,3.7039999999999997,0.835,8.45,2.7510000000000003,1.611,1.811,2.841,1.7990000000000002,3.265,4.971,4.354,7.52,2.227,3.298,7.097,2.113,4.816,7.776,3.734,6.987,1.969,3.9019999999999997,4.008,2.095,1.546,9.115,9.396,4.093,5.115,2.707,2.7969999999999997,4.019,0.8809999999999999,3.477,6.455,2.98,5.4979999999999976,5.349,5.056,8.419,2.209,2.334,2.1519999999999997,3.406,3.4419999999999997,1.696,9.131,2.6860000000000004,2.121,2.5469999999999997,1.68,3.596,2.445,14.735999999999999,2.506,2.693,1.8019999999999998,3.4330000000000003,3.05,1.8530000000000002,3.298,3.7430000000000003,7.716,3.842,8.148,3.385,1.5030000000000001,2.369,3.5269999999999997,2.347,3.3569999999999998,2.088,11.963,3.202,3.343,4.107,10.535,5.62,12.4,4.046,4.058,11.879000000000001,0.773,8.837,12.444,0.997,7.3039999999999985,2.064,10.125,2.775,2.144,4.228,3.4560000000000004,2.125,3.245,2.648,8.847000000000003,2.286,2.504,2.6510000000000002,8.326,6.999,4.195,3.425,8.644,3.9810000000000003,3.013,3.1630000000000003,7.442,4.099,3.1319999999999997,2.819,3.509,2.687,2.9019999999999997,2.2680000000000002
pc_014,27.697,3.478,3.612,5.069,6.403,6.489,5.191,4.303,11.318,5.4670000000000005,10.045,10.124,4.895,2.582,0.0,3.948,5.621,4.663,11.542,4.606,10.94,4.095,4.95,3.318,10.395999999999999,3.728,4.093999999999999,4.294,4.603,4.282,4.9030000000000005,7.454,5.992000000000001,9.744,2.8,4.936,9.58,3.7510000000000003,7.298999999999999,10.26,5.3389999999999995,5.369,4.452,5.148,5.9479999999999995,4.8210000000000015,4.03,11.599,11.88,6.577000000000001,7.061,4.2669999999999995,4.435,5.657,2.8480000000000003,5.115,8.937999999999997,5.462999999999999,7.982,7.845,7.54,10.365,4.6930000000000005,3.6660000000000004,4.635,5.044,4.688,4.178999999999999,11.077,3.7430000000000003,4.604,4.185,4.164,1.776,3.8930000000000002,13.118,4.144,4.445,3.0469999999999997,1.8159999999999998,5.331,4.336,4.544,5.437,10.199,5.9060000000000015,10.094,5.0489999999999995,3.986,4.852,4.772,1.646,4.995,4.5710000000000015,11.765999999999998,1.585,5.8260000000000005,6.171,27.866,8.103,26.276,5.292000000000002,6.254,15.69,3.2569999999999997,11.321,15.977,3.48,9.787,4.547,23.108,4.414,4.627,6.2920000000000025,4.433,0.5379999999999999,4.883,4.28,10.093,4.769,4.412,5.135,10.809000000000001,8.245,6.2589999999999995,5.063,11.128,6.4639999999999995,5.295,5.01,9.925,5.737,4.77,4.457,5.92,5.17,4.54,3.245
pc_015,13.130999999999998,3.855,1.9869999999999999,6.1129999999999995,7.447,9.516,5.035,4.8180000000000005,7.547999999999999,4.524,6.265,10.824000000000002,4.101,2.909,3.409,0.0,6.183,0.715,11.739,4.055,8.072000000000001,4.746,5.994,3.022,10.382,0.652,2.8360000000000003,3.036,1.024,3.7310000000000003,5.228,5.809,6.021,9.53,1.554,5.235,6.984,4.4030000000000005,3.52,6.48,1.391,8.816,3.674,6.192,6.2079999999999975,4.027,2.772,8.731,8.1,5.147,7.0470000000000015,4.782,5.087,6.218,2.077,5.4110000000000005,5.1579999999999995,5.308,4.202,4.074,3.76,10.350999999999999,3.435,0.898,2.209,5.367999999999999,5.732,2.9210000000000003,11.470999999999998,0.9179999999999999,2.8739999999999997,4.837,2.906,5.095,0.655,16.565,4.667,0.4970000000000001,4.092,4.843,5.984,1.909,5.587999999999999,6.223,6.419,6.3229999999999995,10.08,5.46,1.8719999999999999,3.049,5.817,3.299,5.32,2.6910000000000003,15.213,4.612,3.885,6.587999999999999,13.3,4.808,17.361,6.336,2.484,19.137,2.96,8.453,19.425,2.556,6.919,2.303,12.057,4.8180000000000005,2.5789999999999997,6.709,0.6629999999999999,3.534,5.585,0.376,11.137,3.511,4.376,2.322,7.941,9.289,6.676,5.3870000000000005,8.26,5.687,4.945,1.062,6.146,5.477,5.4220000000000015,5.109,0.716,3.446,5.192,0.6920000000000001
pc_016,9.58,2.539,6.021,1.5590000000000002,2.7760000000000002,5.8020000000000005,2.719,2.166,8.538,3.325,6.84,5.095,3.173,3.98,5.4639999999999995,5.961,0.0,6.308,8.764,2.463,7.9579999999999975,1.671,1.295,3.6519999999999997,6.49,6.032,3.6639999999999997,3.3339999999999996,6.202000000000001,2.4619999999999997,1.402,3.824,0.341,7.4910000000000005,5.587999999999999,1.016,6.672999999999999,2.0909999999999997,5.336,7.9179999999999975,5.456,6.872000000000001,2.872,1.415,0.371,3.0989999999999998,3.5069999999999997,9.8,8.675,3.594,2.793,2.478,1.1840000000000002,0.12,4.242,1.195,7.223,2.4930000000000003,5.7,5.869,4.963,6.459,2.812,5.68,4.547,0.922,1.923,3.7060000000000004,7.867000000000001,6.0470000000000015,3.406,1.837,3.6910000000000003,5.845,5.381,11.806,1.469,5.627999999999999,2.574,5.407,1.786,4.5280000000000005,1.5619999999999998,1.936,6.995,2.404,6.188,2.8080000000000003,4.285,3.235,1.6159999999999999,5.888999999999999,1.403,3.373,9.662,5.176,3.569,2.67,9.703,5.822,10.342,2.8560000000000003,5.78,10.702,3.591,9.767000000000001,6.814,3.815,6.797999999999999,3.681,8.067,1.319,3.603,2.7910000000000004,6.521,5.5889999999999995,2.9330000000000003,5.584,5.063,2.938,2.763,4.373,7.8260000000000005,3.215,2.758,0.941,9.574,3.338,1.749,5.854,6.74,0.7809999999999999,2.4219999999999997,1.166,6.574,3.339,1.871,5.5489999999999995
pc_017,13.200999999999999,4.206,2.702,6.829,8.162,10.232000000000001,5.105,4.968999999999999,6.922999999999999,4.593999999999999,6.982,10.975,4.253,3.6239999999999997,4.125,0.715,6.334,0.0,11.81,4.206,8.142000000000001,5.0969999999999995,5.635,3.173,10.533,1.367,2.987,3.188,1.739,3.8819999999999997,5.379,5.88,6.1720000000000015,9.6,2.269,5.386,7.053999999999999,4.754,4.194,6.5889999999999995,1.4609999999999999,9.531,3.825,6.907,6.359,4.178,2.923,8.801,8.302,5.2170000000000005,7.1979999999999995,4.933,5.437,6.369,2.793,5.562,5.229,5.377999999999999,4.638,3.45,3.83,10.502,3.5860000000000003,1.3090000000000002,2.36,5.52,5.644,3.072,11.540999999999999,1.6340000000000001,3.025,5.187,3.057,5.81,1.16,17.281,4.819,0.5670000000000001,4.4239999999999995,5.558,6.053999999999999,2.061,5.6,6.294,7.01,6.393,10.231,5.6110000000000015,2.023,3.2,6.532,4.013999999999999,5.471,2.842,15.927999999999999,5.327000000000001,3.9560000000000004,6.6579999999999995,13.370999999999999,4.183,17.430999999999994,7.051,1.859,19.852,3.111,8.523,20.14,2.708,6.989,3.0839999999999996,12.208,4.968999999999999,2.73,6.779,1.271,4.25,5.7360000000000015,0.6779999999999999,11.050999999999998,3.6630000000000003,4.5280000000000005,2.392,8.011000000000001,9.203,6.746,5.537999999999999,8.33,5.7570000000000014,5.0969999999999995,1.133,6.216,5.627999999999999,5.772,5.459,1.431,3.597,5.5429999999999975,1.4069999999999998
pc_018,2.04,9.099,29.759,9.014,16.980999999999998,17.936,7.0329999999999995,8.51,7.5470000000000015,8.097999999999999,5.848,10.79,8.832,10.52,11.572000000000001,11.758,8.687000000000001,11.828,0.0,8.122,3.758,9.693999999999999,9.317,9.677999999999999,4.621,12.41,9.323,8.994,12.782,8.121,7.732,6.5329999999999995,8.027999999999999,2.171,11.960999999999999,7.74,6.055,9.464,9.095,7.472,10.519,21.649,8.531,8.871,8.712,8.758,9.167,3.108,6.062,6.76,5.477,8.825,9.206,8.722999999999999,10.616,7.916,6.777,6.926,8.769,9.478,8.454,4.9110000000000005,8.471,12.352,11.599,7.8729999999999976,9.945,9.365,1.755,12.675999999999998,9.065,9.859,9.35,24.253,12.203,22.334,9.492,11.460999999999999,9.134,24.791,7.126,11.58,9.585,6.766,6.002999999999999,5.7810000000000015,4.325,8.326,9.943999999999999,8.892999999999997,9.072000000000001,11.997,6.506,9.033,17.36,24.56,7.84,5.947,2.1630000000000003,8.891,6.205,17.86,10.770999999999999,15.755,9.617,3.2960000000000003,10.844000000000001,9.847999999999999,5.99,11.095999999999998,5.2970000000000015,9.341000000000001,9.262,6.403,12.709000000000001,11.697000000000001,8.221,11.720999999999998,11.855,8.597999999999999,8.684,10.402999999999999,4.352,6.377999999999999,6.035,7.892,3.755,6.473,7.1110000000000015,11.272,5.7479999999999976,7.982,10.444,9.189,12.474,8.802999999999997,9.894,12.45
pc_019,8.346,2.31,4.72,3.397,4.614,7.327000000000001,0.9079999999999999,2.0069999999999997,7.237999999999999,1.611,5.54,6.8260000000000005,1.3130000000000002,2.9960000000000004,4.169,3.946,2.185,4.293,7.53,0.0,6.657,3.0180000000000002,2.815,2.004,6.3839999999999995,4.103,1.649,1.32,4.145,0.602,1.23,3.1710000000000003,2.023,5.72,4.287,1.237,5.2970000000000015,2.675,3.623,6.617999999999999,3.4410000000000003,8.497,0.857,3.253,2.21,1.239,1.493,7.316,7.375,2.294,3.049,2.131,2.7039999999999997,2.22,2.9419999999999997,1.413,4.9430000000000005,1.111,3.987,4.1560000000000015,3.25,6.353,0.797,3.515,2.533,1.37,3.565,1.6909999999999998,7.065,3.99,1.391,3.3569999999999998,1.676,5.765,3.366,13.644,2.989,3.614,2.345,5.603,0.9840000000000001,2.513,3.082,1.764,5.694,2.0180000000000002,6.0820000000000025,1.8230000000000002,2.27,1.2209999999999999,3.179,4.516,1.3219999999999998,1.359,11.501,5.372000000000001,1.8559999999999999,2.283,8.469,4.1080000000000005,10.334000000000001,4.482,3.765,12.54,1.943,7.037999999999999,8.652999999999999,2.173,5.504,1.666,8.059,2.839,1.588,2.404,4.507,4.294,1.568,3.569,6.902,0.9229999999999999,1.588,2.358,6.526,5.053999999999999,2.371,1.389,6.845,2.181,0.9470000000000001,3.839,5.439,1.479,3.9419999999999997,2.6860000000000004,4.56,1.324,3.391,3.437
pc_020,5.426,8.11,9.933,8.957,20.336,21.291999999999998,5.8770000000000024,7.567,3.735,5.553999999999999,2.037,14.145999999999999,7.422999999999999,8.945,10.119,7.947,7.744,8.017000000000001,3.7689999999999997,6.567,0.0,8.751,8.374,7.954,7.89,8.599,8.27,6.996,8.971,6.636,6.819,4.27,7.5829999999999975,4.376,9.5,6.7970000000000015,2.244,8.475,5.284,3.661,6.7079999999999975,25.005,6.565,8.812999999999997,7.769,7.349,7.169,1.67,3.872,4.216,7.2479999999999976,7.8820000000000014,8.263,7.78,8.891,6.973,2.966,5.655,4.958,5.6670000000000025,4.643,7.8660000000000005,6.336,8.541,7.7879999999999985,6.93,9.002,7.171,5.024,8.865,6.686,8.916,7.1560000000000015,11.715,8.392000000000001,25.69,8.549,7.649,8.145,11.552,6.12,7.769,8.642000000000001,6.36,2.191,6.459,7.595,7.3820000000000014,8.095,6.149,8.738,10.465,6.597,6.502999999999999,20.715999999999998,11.321,5.096,6.724,5.596,5.08,9.656,9.935,6.96,19.111,7.892,1.501,14.199000000000002,8.416,2.1790000000000003,7.284,8.566,8.398,6.577999999999999,6.845,8.897,10.244000000000002,7.312,7.91,15.21,6.178999999999999,7.697999999999999,6.5920000000000005,0.54,16.567,6.812,6.949,1.013,4.744,8.356,7.461,1.936,7.039,9.501,8.245,8.663,6.059,8.951,8.639
pc_021,10.154,1.012,4.494,1.386,2.72,4.955,3.725,1.35,9.545,3.673,7.846,6.42,2.585,2.4530000000000003,3.485,4.725,1.671,5.44,9.338,2.8960000000000004,8.964,0.0,0.6829999999999999,2.541,8.193,4.506,2.767,2.9530000000000003,4.676,2.4930000000000003,2.408,4.83,2.042,8.497,4.061,2.022,7.6789999999999985,0.564,5.8,8.924,5.074,5.624,2.9130000000000003,1.465,1.696,2.51,2.702,10.806,9.682,4.601,4.394,1.6119999999999999,0.485,1.7069999999999999,2.716,2.202,8.229,3.4989999999999997,6.482,6.3329999999999975,5.97,8.161,2.852,4.1530000000000005,3.858,1.929,0.6920000000000001,3.4010000000000002,8.874,4.521,3.0239999999999996,1.02,3.386,4.598,4.38,12.488,0.614,4.803999999999999,1.047,4.159,2.792,3.5589999999999997,0.648,2.9419999999999997,8.001,3.411,7.891,1.992,3.2089999999999996,3.272,1.089,3.91,2.4090000000000003,2.992,9.526,3.928,4.033,3.676,10.277000000000001,6.604,12.142999999999999,1.608,5.398,9.442,2.479,10.773,10.007,2.7030000000000003,7.8039999999999985,3.299,9.868,0.46399999999999997,3.221,3.7969999999999997,5.211,3.61,2.117,4.768,6.388,2.9760000000000004,2.037,3.991,8.833,4.541,3.764,1.9469999999999998,10.58,4.345,2.7560000000000002,5.273,7.746,1.787,1.605,0.507,5.263,3.377,1.2590000000000001,4.022
pc_022,9.777999999999999,1.551,5.682,0.968,1.8319999999999999,4.651,3.3489999999999998,1.178,9.169,3.955,7.47,5.566,2.6260000000000003,3.641,4.309,5.912999999999999,1.295,5.2010000000000005,8.962,3.093,8.588,0.6829999999999999,0.0,2.6639999999999997,7.4270000000000005,5.694,2.89,2.9939999999999998,5.864,2.5340000000000003,2.032,4.454,1.666,8.121,6.16,1.646,7.303,1.103,5.966,8.548,5.115,5.716,3.502,0.8240000000000001,1.135,2.551,2.826,10.43,9.305,4.224,3.73,1.49,0.196,1.33,3.904,1.825,7.853,3.123,6.33,6.499,5.593,7.396,3.4419999999999997,5.341,3.9810000000000003,1.5519999999999998,0.884,3.525,8.497,5.709,3.065,0.8490000000000001,3.509,4.689,4.274,11.003,0.48100000000000004,4.522,1.5859999999999999,4.251,2.416,3.682,0.40700000000000003,2.5660000000000003,7.625,3.035,7.125,1.82,3.332,3.313,0.503,4.734,2.033,3.033,8.86,4.02,4.199,3.3,9.901,6.452000000000001,11.279000000000002,1.7,5.439,8.776,2.603,10.397,7.2860000000000005,2.826,7.428,3.34,9.004,0.331,3.262,3.4210000000000003,6.399,4.434,1.945,4.478,5.535,3.568,1.774,4.033,8.456,3.687,3.388,1.571,10.204,3.968,2.38,4.992,7.37,1.411,1.433,0.129,6.452000000000001,3.969,0.883,5.21
pc_023,10.213,1.6230000000000002,3.241,4.721,6.055,8.291,2.509,2.204,8.182,2.5839999999999996,7.162000000000001,8.693999999999999,1.9709999999999999,1.517,2.69,2.571,4.041,2.9730000000000003,9.398,1.925,8.259,2.5140000000000002,3.053,0.0,8.252,2.352,1.2109999999999999,1.412,2.577,1.601,3.0980000000000003,4.773,3.891,7.322,2.8080000000000003,3.105,6.899,2.171,4.417,7.3770000000000024,3.3339999999999996,7.6770000000000005,2.049,4.8,4.066,1.8969999999999998,1.147,8.917,8.997,3.895,4.917,2.168,2.855,4.0760000000000005,1.462,3.281,6.055,2.782,5.099,4.949,4.657,8.221,1.81,1.935,1.7530000000000001,3.238,3.062,1.296,8.933,2.421,1.7209999999999999,2.605,1.281,4.2860000000000005,2.045,15.425999999999998,2.2359999999999998,2.293,2.699,4.124,2.852,1.454,4.1960000000000015,3.545,7.316,3.6439999999999997,7.95,2.846,1.104,1.969,4.425,3.037,3.19,1.689,14.074000000000002,3.8930000000000002,2.943,3.909,10.337,5.221,12.202,4.944,3.658,12.777000000000001,0.062,8.639,18.285,0.598,7.106,1.6640000000000001,9.927,2.386,1.744,4.03,3.057,2.815,2.971,2.249,9.745,1.8869999999999998,2.246,2.252,8.128,7.897,3.997,3.2569999999999997,8.447000000000001,3.783,2.815,2.763,7.0429999999999975,3.347,3.19,2.877,3.11,2.2880000000000003,2.96,1.869
pc_024,4.593999999999999,7.632999999999999,26.107,7.215,13.329,14.285,5.9670000000000005,7.044,13.48,6.898,11.782,4.312,7.3660000000000005,9.052999999999999,22.087,10.154,6.57,11.011,4.606,6.6560000000000015,7.8660000000000005,8.227,7.4170000000000025,8.212,0.0,10.31,7.857,7.527,27.09800000000001,6.655,5.598,6.711,6.228,4.1110000000000015,10.495,5.978,8.277000000000001,7.9979999999999976,8.91,13.405999999999999,9.701,17.998,7.065,7.0710000000000015,6.575,7.2920000000000025,7.7,7.216,11.424000000000001,6.939,3.778,7.359,7.74,6.564,9.149,6.001,12.710999999999999,5.6320000000000014,10.044,10.933,8.709,0.29100000000000004,7.005,9.722999999999999,8.74,6.407,8.131,7.899,3.443,10.198,7.599,8.392999999999999,7.883999999999999,20.601,9.574,18.683,8.026,9.822000000000001,7.6679999999999975,21.139,5.66,8.721,7.653,5.6370000000000005,11.936,4.772,0.46799999999999997,6.859,8.478,7.428,7.272,25.180999999999997,5.376,7.566,13.709000000000001,20.908,7.143,4.938,4.717,10.166,3.95,14.209000000000001,10.206,12.103,8.15,7.403,7.192,8.381,8.402000000000001,7.874,1.675,7.875,7.796,5.394,10.714,21.676,6.755,9.777000000000001,8.203,7.131,7.218,8.94,10.285,4.579,5.026,6.426,7.862,6.651,5.645,10.455,11.681,6.516,8.978,7.569,10.767000000000001,7.532,8.427999999999999,9.645
pc_025,14.55,4.0969999999999995,1.79,6.355,7.689,10.815999999999999,6.454,5.303,8.407,4.806,8.466000000000001,11.41,4.377,3.1510000000000002,3.4610000000000003,1.419,6.515,2.134,13.158,4.331,9.491,4.988,6.2360000000000015,3.043,10.658,0.0,3.375,3.575,0.5479999999999999,4.007,5.7970000000000015,7.228,6.886,10.948,1.795,5.83,8.402999999999999,4.645,5.678,8.073,2.81,8.281,4.213,6.433,6.54,4.303,3.31,10.149,9.786,6.565,7.322999999999999,5.267,5.327999999999999,6.55,2.319,6.0089999999999995,7.699,6.726,6.121,4.933,5.178999999999999,10.627,3.9730000000000003,1.65,3.429,5.937,5.974,3.46,12.889000000000001,0.266,4.093999999999999,5.078,3.444,5.938,1.8969999999999998,16.03,5.038,1.915,4.333,5.731,5.257999999999999,3.13,5.829,7.642,8.494,7.7410000000000005,10.356,5.9460000000000015,3.092,4.269,6.058,3.35,5.888999999999999,3.911,14.677999999999999,5.5,5.303999999999999,8.007,14.719000000000001,5.6670000000000025,29.188000000000002,6.577000000000001,3.343,18.602,2.9819999999999998,9.871,18.89,2.6919999999999997,8.338,3.719,12.333,5.307,3.799,8.128,1.5219999999999998,3.5860000000000003,5.776,1.795,11.379000000000001,4.05,5.0360000000000005,3.74,9.359,9.531,8.095,5.956,9.677999999999999,7.106,5.221,2.481,8.686,6.631,5.662999999999999,5.35,1.575,4.4510000000000005,5.434,1.2590000000000001
pc_026,10.594000000000001,1.7930000000000001,3.279,3.925,5.2589999999999995,7.495,2.458,2.374,7.915,2.224,6.895,8.642999999999999,1.92,2.1319999999999997,3.305,2.7939999999999996,4.001,3.141,9.779,1.8730000000000002,7.945,2.6839999999999997,3.222,1.14,8.201,2.951,0.0,0.855,2.923,1.5490000000000002,3.0460000000000003,4.456,3.84,7.27,2.846,3.053,6.585,2.3409999999999997,4.15,7.11,3.068,8.292,1.492,4.004,4.026,1.845,0.51,8.603,8.73,3.7939999999999996,4.865,2.338,3.0239999999999996,4.037,2.077,3.23,5.787999999999999,2.7310000000000003,4.832,4.6819999999999995,4.39,8.169,1.45,2.363,1.545,3.187,3.2310000000000003,1.0290000000000001,8.882,2.7680000000000002,1.454,2.7739999999999996,1.014,4.901,2.214,16.041,2.406,2.4619999999999997,2.011,4.739,2.8,1.4680000000000002,3.187,3.4930000000000003,7.05,3.593,7.899,3.016,1.1179999999999999,1.702,3.6289999999999996,3.6519999999999997,3.138,1.422,12.065,4.508,2.583,3.858,10.718,4.954,12.151,4.148,3.391,11.981,1.078,8.325,12.547,0.612,6.7920000000000025,1.3980000000000001,9.876,2.556,1.4780000000000002,3.9789999999999996,3.355,3.43,3.141,2.417,8.927999999999997,1.527,2.195,1.985,7.814,7.08,3.946,3.2060000000000004,8.132,3.845,2.764,2.932,6.776,3.2960000000000003,3.359,3.0460000000000003,3.408,1.9280000000000002,3.1289999999999996,2.215
pc_027,9.479,1.7209999999999999,3.693,3.853,5.187,7.422999999999999,1.775,1.953,7.755,1.541,6.145,7.96,1.237,2.06,3.233,2.798,3.318,3.1460000000000004,8.664,1.1909999999999998,7.2620000000000005,2.612,3.15,1.068,7.518,2.955,0.502,0.0,3.3369999999999997,0.867,2.364,3.7739999999999996,3.157,6.587999999999999,3.26,2.371,5.902,2.269,3.99,6.95,2.907,8.22,0.81,4.387,3.344,1.163,0.345,7.921,7.98,3.111,4.183,1.9169999999999998,2.952,3.3539999999999996,2.005,2.5469999999999997,5.627999999999999,2.048,4.672,4.522,3.571,7.487,0.767,2.3680000000000003,1.385,2.504,3.159,0.544,8.199,3.221,0.9209999999999999,2.702,0.529,4.829,2.219,15.969000000000001,2.333,2.4659999999999997,1.9380000000000002,4.666,2.1180000000000003,1.3659999999999999,3.115,2.8110000000000004,6.2989999999999995,2.91,7.216,2.596,1.123,1.141,3.557,3.58,2.456,0.889,11.993,4.435,1.901,3.175,9.603,4.794,11.468,4.0760000000000005,3.2310000000000003,11.909,1.006,7.643,9.787,1.026,6.109,1.237,9.193,2.484,1.318,3.2960000000000003,3.359,3.358,2.721,2.4219999999999997,8.036,0.8440000000000001,1.5119999999999998,1.825,7.131,6.188,3.263,2.523,7.45,3.162,2.081,2.9360000000000004,6.044,2.613,3.287,2.9739999999999998,3.412,1.245,3.057,2.7769999999999997
